Symbol,Name
ACC.NS,ACC
AMBUJACEM.NS,AMBUJACEM
AXISBANK.NS,AXISBANK
BAJAJAUTO.NS,BAJAJAUTO
BHARTIARTL.NS,BHARTIARTL
BHEL.NS,BHEL
BPCL.NS,BPCL
CAIRN.NS,CAIRN
CIPLA.NS,CIPLA
DLF.NS,DLF
DRREDDY.NS,DRREDDY
GAIL.NS,GAIL
HCLTECH.NS,HCLTECH
HDFC.NS,HDFC
HDFCBANK.NS,HDFCBANK
HEROMOTOCO.NS,HEROMOTOCO
HINDALCO.NS,HINDALCO
HINDUNILVR.NS,HINDUNILVR
ICICIBANK.NS,ICICIBANK
IDFC.NS,IDFC
INFY.NS,INFY
ITC.NS,ITC
JINDALSTEL.NS,JINDALSTEL
JPASSOCIAT.NS,JPASSOCIAT
KOTAKBANK.NS,KOTAKBANK
LT.NS,LT
M&M.NS,M&M
MARUTI.NS,MARUTI
NTPC.NS,NTPC
ONGC.NS,ONGC
PNB.NS,PNB
POWERGRID.NS,POWERGRID
RANBAXY.NS,RANBAXY
RCOM.NS,RCOM
RELCAPITAL.NS,RELCAPITAL
RELIANCE.NS,RELIANCE
RELINFRA.NS,RELINFRA
RPOWER.NS,RPOWER
SAIL.NS,SAIL
SBIN.NS,SBIN
SESAGOA.NS,SESAGOA
SIEMENS.NS,SIEMENS
STER.NS,STER
SUNPHARMA.NS,SUNPHARMA
SUZLON.NS,SUZLON
TATAMOTORS.NS,TATAMOTORS
TATAPOWER.NS,TATAPOWER
TATASTEEL.NS,TATASTEEL
TCS.NS,TCS
WIPRO.NS,WIPRO
