Symbol,Name
ABEV3.SA,Ambev SA
B3SA3.SA,B3 Rg
BBAS3.SA,Banco do Brasil NM
BBDC3.SA,Bradesco N1
BBDC4.SA,Bradesco Pfd N1
BBSE3.SA,BB Seguridade Rg
BIDI11.SA,Banco Inter Uts
BIDI3.SA,Banco Inter Rg
BIDI4.SA,Banco Inter PP Rg
BPAC11.SA,Bco BTG Pact Uts
CSAN3.SA,Cosan Rg
CSNA3.SA,Sid Nacional Rg
ELET3.SA,Eletrobras N1
ELET6.SA,Eletrobras Vz N-B
HAPV3.SA,Hapvida Rg
ITSA4.SA,Itausa Pfd N1
ITUB4.SA,Itauunibanco Pfd Rg
JBSS3.SA,JBS NM Rg
MGLU3.SA,Magazine Luiza N Rg
PETR3.SA,Petrobras Rg
PETR4.SA,Petrobras Pfd Rg
RADL3.SA,Raia Drogasil NM Rg
RDOR3.SA,Rede Dor Sao Lui Rg
RENT3.SA,Localiza Rent NM Rg
SANB11.SA,Santander Br Uts N2
SUZB3.SA,Suzano Rg
VALE3.SA,Vale N1
VIVT3.SA,Telefonica Br Rg
WEGE3.SA,Weg NM Rg
