Symbol,Name
ABX.TO,Barrick Gold Rg
ATD.TO,Aliment Couche -A
BAM.A.TO,Brookfield LVtgRg-A
BCE.TO,BCE Rg
BMO.TO,Bk Of Montreal Rg
BNS.TO,Bk of Nova Scoti Rg
CM.TO,Cdn Imperial Ban Rg
CNQ.TO,Cdn Natural Res Rg
CNR.TO,Canadian Natl Rl Rg
CP.TO,CDN Pacific Rail Rg
CSU.TO,Constellation So Rg
CVE.TO,Cenovus Energy Rg
ENB.TO,Enbridge Rg
FNV.TO,Franco-Nevada Rg
FTS.TO,Fortis Rg
GWO.TO,Great-West Lifec Rg
IFC.TO,Intact Financial Rg
IMO.TO,Imperial Oil Rg
L.TO,Loblaw Cos Rg
MFC.TO,Manulife Financi Rg
MG.TO,Magna Intl Rg
NAN.TO,Natl Bk Canada Rg
NTR.TO,Nutrien Rg
POW.TO,Power Corp Cda SV
RCI.B.TO,Rogers Comm -B-
RY.TO,Royal Bank Canad Rg
SHOP.TO,Shopify SVtg Rg-A
SLF.TO,Sun Life Financi Rg
SU.TO,Suncor Energy Rg
T.TO,Telus Rg
TD.TO,Toronto-Dominion Rg
TRI.TO,Thomson Reuters Rg
TRP.TO,TC Energy Rg
WCN.TO,Waste Connection Rg
