Symbol,Name
AC.MX,Arca Continental
ALFAA.MX,Alfa-A
AMXL.MX,America Movil-L
ARA.MX,Consorcio Ara
ASURB.MX,ASUR -B
AZTECACPO.MX,TV Azteca CPO
BIMBOA.MX,Grupo Bimbo-A
BOLSAA.MX,Bolsa Mexicana-A
CEMEXCPO.MX,Cemex-Cpo
CHDRAUIB.MX,Grupo Comercial-B
COMERCIUBC.MX,Controladora CPO
COMPARC.MX,Compartamos
ELEKTRA.MX,Grupo Elektra
FEMSAUBD.MX,Fomento Econom Uts
GAPB.MX,Grupo Aero Pac-B
GCARSOA1.MX,Grupo Carso-A1
GEOB.MX,Geo-B
GFINBURO.MX,Grupo Financ-O
GFNORTEO.MX,Grupo Fin Banorte-O
GMEXICOB.MX,Gmexico-B
GMODELOC.MX,Grupo Modelo-C
GRUMAB.MX,Gruma-B
HOMEX.MX,Desarrollador Homex
ICA.MX,Empresas ICA
ICHB.MX,Industrias CH-B
KIMBERA.MX,Kimberly-Clark-A
KOFL.MX,Coca-Cola Femsa-L
LABB.MX,Genomma Lab-B
MEXCHEM.MX,Mexichem
MFRISCOA-1.MX,Mineras Frisco-A-1
OHLMEX.MX,OHL Mexico
OMAB.MX,Grupo Aeroport-B
PE&OLES.MX,Ind Penoles
SANMEXB.MX,Grupo Financ-B
SIMECB.MX,Simec-B
SORIANAB.MX,Soriana-B
TLEVISACPO.MX,Grupo Televisa-Cpo
URBI.MX,Urbi Desarroll
WALMEXV.MX,Wal-Mart-V
