Symbol,Name
ABCB4.SA,ABC Br NCPP Rg
ABEV3.SA,Ambev SA
AGRO3.SA,BrasilAgro NM Rg
ALOS3.SA,Allos Rg
ALPA4.SA,Alpargatas NCPP Rg
ALUP11.SA,Alupar Invst Uts N2
AMER3.SA,Americanas Rg
ARML3.SA,Armac Locacao Rg
ASAI3.SA,Sendas Distrib Rg
AURE3.SA,Auren Energia Rg
AXIA3.SA,AXIA Energia Rg
AXIA6.SA,AXIA Ener NCPP Rg-B
AXIA7.SA,AXIA ENERGIA-PR C
AZZA3.SA,Azzas 2154 Rg
B3SA3.SA,B3 Rg
BBAS3.SA,Banco do Brasil NM
BBDC3.SA,Bradesco Rg
BBDC4.SA,Bradesco NCPP Rg
BBSE3.SA,BB Seguridade Rg
BEEF3.SA,Minerva NM Rg
BPAC11.SA,Bco BTG Pact Uts
BPAN4.SA,Banco Pan NCP Rg
BRAP3.SA,Bradespar N1 Rg
BRAP4.SA,Bradespar NCPP Rg
BRAV3.SA,Brava Energia Rg
BRBI11.SA,BRBI BR Part Uts
BRKM5.SA,Braskem NCPP Rg-A
BRSR6.SA,Banrisu NCPP Rg-B-B
CAML3.SA,Camil Alimentos Rg
CBAV3.SA,Cia Brasil Rg
CEAB3.SA,C&A Rg-144A Reg S
CMIG3.SA,Cemig N1
CMIG4.SA,Cemig NCPP Rg
COGN3.SA,Kroton Educacion Rg
CPLE3.SA,Copel N1 Rg
CSAN3.SA,Cosan Rg
CSMG3.SA,Cia Saneament MG Rg
CSNA3.SA,Sid Nacional Rg
CURY3.SA,Cury Construtora Rg
CVCB3.SA,CVC Brasil NM Rg
CXSE3.SA,CAIXA Seguridade Rg
CYRE3.SA,Cyrela Brazil Rg
DIRR3.SA,Direcional NM Rg
DXCO3.SA,Dexco Rg
ECOR3.SA,EcoRodovias NM Rg
EGIE3.SA,ENGIE Brasil Rg
EMBJ3.SA,Embraer Rg
ENEV3.SA,Eneva NM Rg
ENGI11.SA,Energisa Uts N2
EQTL3.SA,Equatorial NM Rg
EVEN3.SA,Even Constr NM Rg
EZTC3.SA,Ez Tec NM Rg
FESA4.SA,Ferbasa NCPP Rg
FLRY3.SA,Fleury NM Rg
GGBR4.SA,Gerdau NCPP Rg
GGPS3.SA,GPS Part Empren Rg
GMAT3.SA,Grupo Mateus Rg
GOAU4.SA,Gerdau Met NCPP Rg
GOLL54.SA,GOL Lin Aer NCPP Rg
GRND3.SA,Grendene NM Rg
HAPV3.SA,Hapvida Rg
HBSA3.SA,Hidrovias Brasil Rg
HYPE3.SA,Hypera NM Rg
INTB3.SA,Intelbras Rg
INTR.SA,INTER & CO. CLA CM
IRBR3.SA,IRB Brasil Resse Rg
ISAE4.SA,Isa Energia NCPP Rg
ITSA4.SA,Itausa NCPP Rg
ITUB4.SA,Itauunibanc NCPP Rg
JALL3.SA,Jalles Machado Rg
JHSF3.SA,JHSF Part NM Rg
JSLG3.SA,JSL Rg
KLBN11.SA,Klabin CDA
KLBN4.SA,Klabin NCPP Rg
LEVE3.SA,Mahle-Metal Leve NM
LIGT3.SA,Light NM Rg
LREN3.SA,Lojas Renner NM Rg
LWSA3.SA,LWSA Rg-Unty
MATD3.SA,Hosp Mater Dei Rg
MBRF3.SA,Marfrig Global Rg
MDIA3.SA,M Dias Branco NM Rg
MGLU3.SA,Magazine Luiza N Rg
MILS3.SA,Mills NM Rg
MOTV3.SA,Motiva Inf Mob Rg
MOVI3.SA,Movida Part Rg
MRVE3.SA,MRV Engenharia N Rg
MULT3.SA,Multiplan Empr N Rg
MYPK3.SA,Iochpe Maxion NM Rg
NATU3.SA,Natura Cosmetics Rg
NEXA.SA,NEXA RESOURCES S.A.
NU.SA,NU HOLDINGS LTD.
ODPV3.SA,Odontoprev NM Rg
PAGS.SA,PAGSEGURO DIGITAL LT
PCAR3.SA,Cia Brasileira N Rg
PETR3.SA,Petrobras Rg
PETR4.SA,Petrobras NCPP Rg
PETZ3.SA,Pet Center Rg
PGMN3.SA,Empreend PM Rg-Unty
PNVL3.SA,Dimed Rg
POMO4.SA,Marcopolo NCPP Rg
PRIO3.SA,Prio Rg
PSSA3.SA,Porto Seguro NM Rg
RADL3.SA,Raia Drogasil NM Rg
RAIL3.SA,Rumo Rg
RAIZ4.SA,Raizen NCPP Rg
RAPT4.SA,Randoncorp NCPP Rg
RDOR3.SA,Rede Dor Sao Lui Rg
RECV3.SA,Petroreconcavo Rg
RENT3.SA,Localiza Rent NM Rg
SANB11.SA,Santander Br Uts N2
SAPR11.SA,Sanepar Uts N2
SAPR3.SA,Sanepar Rg
SAPR4.SA,Sanepar NCPP Rg
SBFG3.SA,Grupo SBF Rg
SBSP3.SA,Sabesp NM Rg
SIMH3.SA,Simpar Rg
SLCE3.SA,SLC Agricola NM Rg
SMFT3.SA,Smartfit Escola Rg
SMTO3.SA,Sao Martinho NM Rg
SRNA3.SA,Serena Energia Rg
STNE.SA,STONECO LTD CL A CMN
SUZB3.SA,Suzano Rg
TAEE11.SA,Tran Alianca CDA N2
TGMA3.SA,Tegma Gestao NM Rg
TIMS3.SA,TIM Rg
TOTS3.SA,Totvs NM Rg
TTEN3.SA,Tres Tentos Rg
TUPY3.SA,Tupy NM Rg
UGPA3.SA,Ultrapar NM Rg
UNIP6.SA,Unipar NCPP Rg-B
USIM5.SA,Usiminas NCPP Rg-A
VALE3.SA,Vale N1
VAMO3.SA,Vamos Rg-Unty
VBBR3.SA,Vibra Rg
VINP.SA,VINCI COMPASS INV CM
VIVA3.SA,Vivara Particip Rg
VIVT3.SA,Telefonica Br Rg
VULC3.SA,Vulcabras
WEGE3.SA,Weg NM Rg
WIZC3.SA,Wiz Co Rg
XP.SA,XP INC. CLASS A CMN
YDUQ3.SA,YDUQS Particip Rg
