Symbol,Name
ADANIENT,ADANIENT
ADANIPORTS,ADANIPORTS
APOLLOHOSP,APOLLOHOSP
ASIANPAINT,ASIANPAINT
AXISBANK,AXISBANK
BAJAJAUTO,BAJAJAUTO
BAJAJFINSV,BAJAJFINSV
BAJFINANCE,BAJFINANCE
BEL,BEL
BHARTIARTL,BHARTIARTL
BPCL,BPCL
BRITANNIA,BRITANNIA
CIPLA,CIPLA
COALINDIA,COALINDIA
DRREDDY,DRREDDY
EICHERMOT,EICHERMOT
GRASIM,GRASIM
HCLTECH,HCLTECH
HDFCBANK,HDFCBANK
HDFCLIFE,HDFCLIFE
HEROMOTOCO,HEROMOTOCO
HINDALCO,HINDALCO
HINDUNILVR,HINDUNILVR
ICICIBANK,ICICIBANK
INDUSINDBK,INDUSINDBK
INFY,INFY
ITC,ITC
JSWSTEEL,JSWSTEEL
KOTAKBANK,KOTAKBANK
LT,LT
M&M,M&M
MARUTI,MARUTI
NESTLEIND,NESTLEIND
NTPC,NTPC
ONGC,ONGC
POWERGRID,POWERGRID
RELIANCE,RELIANCE
SBILIFE,SBILIFE
SBIN,SBIN
SHRIRAMFIN,SHRIRAMFIN
SUNPHARMA,SUNPHARMA
TATACONSUM,TATACONSUM
TATAMOTORS,TATAMOTORS
TATASTEEL,TATASTEEL
TCS,TCS
TECHM,TECHM
TITAN,TITAN
TRENT,TRENT
ULTRACEMCO,ULTRACEMCO
WIPRO,WIPRO
