Symbol,Name
ABX.TO,Barrick Gold Rg
ATD.B.TO,Aliment Couche -B
BAM.A.TO,Brookfield LVtgRg-A
BCE.TO,BCE Rg
BMO.TO,Bk Of Montreal Rg
BNS.TO,Bk of Nova Scoti Rg
CM.TO,Cdn Imperial Ban Rg
CNQ.TO,Cdn Natural Res Rg
CNR.TO,Canadian Natl Rl Rg
CP.TO,CDN Pacific Rail Rg
CSU.TO,Constellation So Rg
DOL.TO,Dollarama Rg
ENB.TO,Enbridge Rg
FFH.TO,Fairfax Finl Hldg
FNV.TO,Franco-Nevada Rg
FTS.TO,Fortis Rg
G.TO,Goldcorp Rg
GIB.A.TO,CGI Group -A
GWO.TO,Great-West Lifec Rg
HSE.TO,Husky Energy Rg
IMO.TO,Imperial Oil Rg
L.TO,Loblaw Cos Rg
MFC.TO,Manulife Financi Rg
MG.TO,Magna Intl Rg
NAN.TO,Natl Bk Canada Rg
PPL.TO,Pembina Pipeline Rg
PWF.TO,Power Fin Rg
QSR.TO,Restaurant Brand Rg
RCI.B.TO,Rogers Comm -B-
RY.TO,Royal Bank Canad Rg
SAP.TO,Saputo Rg
SLF.TO,Sun Life Financi Rg
SU.TO,Suncor Energy Rg
T.TO,Telus Rg
TD.TO,Toronto-Dominion Rg
TECK.B.TO,Teck Resources Rg-B
TRI.TO,Thomson Reuters Rg
TRP.TO,Transcanada Rg
WCN.TO,Waste Connection Rg
WN.TO,George Weston Rg
