Symbol,Name
AA,Alcoa Inc
AMZN,"Amazon.com, Inc.amazon.com"
AT,American Tobacco Co
AXP,American Express Company
BS,Bethlehem Steel Corp
CBS (Old),CBS Corp (Old)
CVX,Chevron Corporation
DD,DuPont de Nemours Inc
EK,Eastman Kodak Co
FL,Foot Locker Retail Inc
GE,General Electric Co
GF,General Foods Corp
GM,General Motors Corp
GT,Goodyear Tire & Rubber Co
HON,Honeywell International Inc.
IBM,International Business Machines Corporation
IP,International Paper Co
MMM,3M Company
MRK,"Merck & Co., Inc."
N,Inco Ltd
NAV,Navistar International Corp
NVDA,Nvidia
OI,Owens-Illinois Inc
PA,Primerica Corp
PG,The Procter & Gamble Company
S (Sears),Sears Roebuck & Co
SHW,Sherwin-Williams
T (Old),AT&T Corp (Old)
TX,Texaco Inc
UK,Union Carbide Corp
UTX,United Technologies Corp
X (Old),USX Corp
XOM,Exxon Mobil Corp
