Symbol,Name
AAV.TO,Advantage Oil Rg
ABT.TO,Absolute Softwar Rg
ABX.TO,Barrick Gold Rg
AC.TO,Air Canada Vtg
ACB.TO,Aurora Cannabis Rg
ACI.TO,AltGs Rg-Reg S-144A
ACO.X.TO,Atco Non Vtg Rg-I
ACQ.TO,AutoCanada Rg
AD.TO,Alaris Royalty Rg
AEM.TO,Agnico Eagle Min Rg
AFN.TO,AG Growth Intl Rg
AGF.B.TO,Agf Mgmt -B-
AGI.TO,Alamos Gold Rg-A
AIF.TO,Altus Group Rg
AIM.TO,Aimia Rg
ALA.TO,AltaGas Rg
ALS.TO,Altius Minerals Rg
AP.UN.TO,Allied Ppties Tr Ut
APHA.TO,Aphria Rg
AQN.TO,Alg Pwr & Util Rg
AR.TO,Argonaut Gold Rg
ARE.TO,Aecon Group Rg
ARX.TO,ARC Res Rg
ASR.TO,Alacer Gold Rg
ATA.TO,ATS Automation T Rg
ATD.B.TO,Aliment Couche -B
ATH.TO,Athabasca Oil Rg
ATP.TO,Atlantic Power Rg
ATZ.TO,Aritzia Sub Vtg
AW.UN.TO,A&W Revenue Fd Uts
AX.UN.TO,Artis REIT- TU
BAD.TO,Badger Daylight Rg
BAM.A.TO,Brookfield LVtgRg-A
BB.TO,Blackberry Rg
BBD.B.TO,Bombardier SV Rg-B
BCB.TO,Cott Rg
BCE.TO,BCE Rg
BDT.TO,Bird Constructio Rg
BEI.UN.TO,Boardwalk REIT TU
BHC.TO,Bausch Health Rg
BIR.TO,Birchcliff Energ Rg
BLX.TO,Boralex Rg-A
BMO.TO,Bk Of Montreal Rg
BNS.TO,Bk of Nova Scoti Rg
BPF.UN.TO,Boston Pizza TU
BTE.TO,Baytex Egy Rg
BTO.TO,B2Gold Rg
BYD.TO,Boyd Group Svc Rg
CAE.TO,CAE Rg
CAR.UN.TO,Cdn Apt Ppty TU
CAS.TO,Cascades Rg
CCA.TO,Cogeco Communica Rg
CCL.B.TO,CCL In Non Vtg-B Rg
CCO.TO,Cameco Rg
CEU.TO,CES Energy Soltn Rg
CF.TO,Canaccord Genuit Rg
CFP.TO,Canfor Corp Rg
CFW.TO,Calfrac Well Ser Rg
CFX.TO,Canfor Pulp
CG.TO,Centerra Gold Rg
CGG.TO,China Gold Intl Rg
CGO.TO,Cogeco
CGX.TO,Cineplex Rg
CHE.UN.TO,Chemtrade Logistics
CHP.UN.TO,Choice Prop REIT
CHR.TO,Chorus Aviat V&VVtg
CIGI.TO,Colliers Int Grp SV
CIX.TO,CI Financial Rg
CJ.TO,Cardinal Energy Rg
CJR.B.TO,Corus Ent NVtg-B
CJT.TO,Cargojet Var Vtg Rg
CLS.TO,Celestica SVTG
CM.TO,Cdn Imperial Ban Rg
CMG.TO,Computer Modelli Rg
CNE.TO,Canacol Energy Rg
CNL.TO,Continental Gold
CNQ.TO,Cdn Natural Res Rg
CNR.TO,Canadian Natl Rl Rg
CP.TO,CDN Pacific Rail Rg
CPG.TO,Crescent Pt Egy Rg
CPX.TO,Capital Power Rg
CRON.TO,Cronos Group Rg
CRR.UN.TO,Cromb REIT TU
CS.TO,Capstone Mining Rg
CSH.UN.TO,Chart Retir TU
CSIQ.TO,CANADIAN SOLAR INC.
CSU.TO,Constellation So Rg
CTC.A.TO,Cdn Tire Corp -A-
CU.TO,Cdn Utilit-A-NVtg
CUF.UN.TO,Cominar Estate Tr
CVE.TO,Cenovus Energy Rg
CWB.TO,Canadian Western Rg
D.UN.TO,Dream Off REIT Rg-A
DII.B.TO,Dorel Ind Svtg-B-
