Symbol,Name
ABB.ST,ABB Ltd
ALFA.ST,Alfa Laval AB
ASSA-B.ST,ASSA ABLOY AB ser. B
ATCO-A.ST,Atlas Copco AB ser. A
ATCO-B.ST,Atlas Copco AB ser. B
AZN.ST,AstraZeneca PLC
BOL.ST,Boliden AB
ELUX-B.ST,"Electrolux, AB ser. B"
ERIC-B.ST,"Ericsson, Telefonab. L M ser. B"
GETI-B.ST,Getinge AB ser. B
HM-B.ST,"Hennes & Mauritz AB, H & M ser. B"
INVE-B.ST,Investor AB ser. B
LUPE.ST,Lundin Petroleum AB
MTG-B.ST,Modern Times Group MTG AB ser. B
NDA-SEK.ST,Nordea Bank AB
NOKI-SEK.ST,Nokia Corporation
SAND.ST,Sandvik AB
SCA-B.ST,Svenska Cellulosa AB SCA ser. B
SCV-B.ST,SCANIA AB ser. B
SEB-A.ST,Skandinaviska Enskilda Banken ser. A
SECU-B.ST,Securitas AB ser. B
SHB-A.ST,Svenska Handelsbanken ser. A
SKA-B.ST,Skanska AB ser. B
SKF-B.ST,"SKF, AB ser. B"
SSAB-A.ST,SSAB AB ser. A
SWED-A.ST,Swedbank AB ser A
SWMA.ST,Swedish Match AB
TEL2-B.ST,Tele2 AB ser. B
TLSN.ST,TeliaSonera AB
VOLV-B.ST,"Volvo, AB ser. B"
