Symbol,Name
AC.MX,Arca Continental Rg
AEROMEX.MX,Aeromexico Rg
AGUA.MX,Grupo Rotoplas Rg
ALFAA.MX,Alfa Rg-A
ALSEA.MX,Alsea Rg
AMXL.MX,America Movil-L
ARA.MX,Consorcio Ara Rg
ASURB.MX,ASUR -B
AZTECACPO.MX,TV Azteca CPO
BACHOCOB.MX,Industr Bachoco-B
BBAJIOO.MX,Banco Bajio Rg
BIMBOA.MX,Grupo Bimbo-A
BOLSAA.MX,Bolsa Mexicana Rg-A
BSMXB.MX,Santand-B Reg-S Rg
CEMEXCPO.MX,Cemex-Cpo
CHDRAUIB.MX,Grupo Comercia Rg-B
CREAL.MX,Credito Real Rg
CULTIBAB.MX,Org Cultiba Rg-B
DANHOS13.MX,Banamex 13
ELEKTRA.MX,Grupo Elektra Rg
ELEMENT.MX,Elementia Rg
FEMSAUBD.MX,Fomento Econom Uts
FIBRAMQ12.MX,Dtsch Bk Mx FIBR 12
FIBRAPL14.MX,Deutsche Bk Mex 14
FIHO12.MX,Dtsch Bk Mx FIHO 12
FINN13.MX,Deutsche Bk Mex 13
FUNO11.MX,Banco Actinver-11
GAPB.MX,Grupo Aero Pac-B
GCARSOA1.MX,Grupo Carso N-A1
GENTERA.MX,Gentera Rg
GFINBURO.MX,Grupo Financ-O
GFNORTEO.MX,Grupo Fin Banorte-O
GMEXICOB.MX,Gmexico-B
GRUMAB.MX,Gruma-B
GSANBORB-1.MX,GSANBOR Rg-B-1
HCITY.MX,Hoteles City Rg
HERDEZ.MX,Grupo Herdez Rg
ICHB.MX,Industrias CH-B
IENOVA.MX,IENOVA Rg
KIMBERA.MX,Kimberly-Clark N-A
KOFL.MX,Coca-Cola Femsa-L
LABB.MX,Genomma Lab Rg-B
LACOMERUBC.MX,La Comer CPO
LALAB.MX,Grupo Lala-B-I
LIVEPOLC-1.MX,El Puerto Liverp-C1
MEGACPO.MX,Megacable CPO
MEXCHEM.MX,Mexichem Rg
MFRISCOA-1.MX,Miner Frisco Rg-A-1
OMAB.MX,Grupo Aeroport-B
PE&OLES.MX,Ind Penoles
PINFRA.MX,Promotora Oper Rg
PINFRAL.MX,Promotora Oper-L
Q.MX,Qualitas Contr-I
RA.MX,Regional-A Rg
RASSINICPO.MX,Rassini-CPO
SITESB-1.MX,Telesites Rg-B-1
TERRA13.MX,CIBanco Mex 13
TLEVISACPO.MX,Grupo Televisa-Cpo
UNIFINA.MX,Unifin Finan-A
VESTA.MX,Vesta Rg
VOLARA.MX,Volaris Rg-A
WALMEX.MX,Wal-Mart Rg
