Symbol,Name
ABB.ST,ABB Ltd
ADDT-B.ST,Addtech AB ser. B
ALFA.ST,Alfa Laval AB
ASSA-B.ST,ASSA ABLOY AB ser. B
ATCO-A.ST,Atlas Copco AB ser. A
AZN.ST,AstraZeneca PLC
BOL.ST,Boliden AB
EPI-A.ST,Epiroc AB ser. A
EQT.ST,EQT AB
ERIC-B.ST,"Ericsson, Telefonab. L M ser. "
ESSITY-B.ST,ESSITY AKTIEBOLAG SER. B
EVO.ST,Evolution AB
HEXA-B.ST,Hexagon AB ser. B
HM-B.ST,"Hennes & Mauritz AB, H & M ser"
INDU-C.ST,"Industrivarden, AB ser. C"
INVE-B.ST,Investor AB ser. B
LIFCO-B.ST,Lifco AB Ser. B
NDA-SE.ST,Nordea Bank Abp
NIBE-B.ST,NIBE Industrier AB ser. B
SAAB-B.ST,SAAB AB ser. B
SAND.ST,Sandvik AB
SCA-B.ST,Svenska Cellulosa AB SCA ser. 
SEB-A.ST,Skand. Enskilda Banken ser. A
SHB-A.ST,Svenska Handelsbanken ser. A
SKA-B.ST,Skanska AB ser. B
SKF-B.ST,"SKF, AB ser. B"
SWED-A.ST,Swedbank AB ser A
TEL2-B.ST,Tele2 AB ser. B
TELIA.ST,Telia Company AB (publ)
VOLV-B.ST,"Volvo, AB ser. B"
