Symbol,Name
AC.MX,Arca Continental Rg
ALFAA.MX,Alfa Rg-A
AMXL.MX,America Movil-L
ASURB.MX,ASUR -B
BIMBOA.MX,Grupo Bimbo-A
CEMEXCPO.MX,Cemex-Cpo
ELEKTRA.MX,Grupo Elektra Rg
FEMSAUBD.MX,Fomento Econom Uts
FUNO11.MX,Deutsche Bk Mex 11
GAPB.MX,Grupo Aero Pac-B
GCARSOA1.MX,Grupo Carso N-A1
GFINBURO.MX,Grupo Financ-O
GFNORTEO.MX,Grupo Fin Banorte-O
GMEXICOB.MX,Gmexico-B
GRUMAB.MX,Gruma-B
IENOVA.MX,IENOVA Rg
LALAB.MX,Grupo Lala-B-I
MEXCHEM.MX,Mexichem Rg
PE&OLES.MX,Ind Penoles
SANMEXB.MX,Grupo Financ-B
TLEVISACPO.MX,Grupo Televisa-Cpo
WALMEX.MX,Wal-Mart Rg
