Symbol,Name
ABEV3.SA,Ambev SA
AXIA3.SA,AXIA ENERGIA
AXIA6.SA,AXIA ENERGIA NCPP Rg-B
B3SA3.SA,B3 Rg
BBAS3.SA,Banco do Brasil NM
BBDC3.SA,Bradesco Rg
BBDC4.SA,Bradesco NCPP Rg
BBSE3.SA,BB Seguridade Rg
BPAC11.SA,Bco BTG Pact Uts
CXSE3.SA,CAIXA Seguridade Rg
EMBJ3.SA,Embraer Rg
EQTL3.SA,Equatorial NM Rg
ITSA4.SA,Itausa NCPP Rg
ITUB4.SA,Itauunibanc NCPP Rg
NU.SA,NU HOLDINGS LTD.
PETR3.SA,Petrobras Rg
PETR4.SA,Petrobras NCPP Rg
RDOR3.SA,Rede Dor Sao Lui Rg
SANB11.SA,Santander Br Uts N2
SBSP3.SA,Sabesp NM Rg
SUZB3.SA,Suzano Rg
TIMS3.SA,TIM Rg
VALE3.SA,Vale N1
VIVT3.SA,Telefonica Br Rg
WEGE3.SA,Weg NM Rg
