Symbol,Name
ABX.TO,Barrick Gold
AGU.TO,Agrium
ATD.B.TO,Aliment Couche -B
BAM.A.TO,Brookfield LVtg-A
BCE.TO,BCE
BMO.TO,Bk Of Montreal
BNS.TO,Bk of Nova Scotia
CCT.TO,Catamaran
CM.TO,Cdn Imperial Bank
CNQ.TO,Cdn Natural Res
CNR.TO,Canadian Natl Rlwy
CP.TO,CDN Pacific Railway
CPG.TO,Crescent Pt Egy
CVE.TO,Cenovus Energy
ENB.TO,Enbridge
FFH.TO,Fairfax Finl Hldg
G.TO,Goldcorp
GIB.A.TO,CGI Group -A
GWO.TO,Great-West Lifeco
HSE.TO,Husky Energy
IMO.TO,Imperial Oil
L.TO,Loblaw Cos
MFC.TO,Manulife Financial
MG.TO,Magna Intl
NAN.TO,Natl Bk Canada
POT.TO,Potash Saskatchewan
POW.TO,Power Corp Cda SV
PPL.TO,Pembina Pipeline
PWF.TO,Power Fin
RCI.B.TO,Rogers Comm -B-
RY.TO,Royal Bank Canada
SAP.TO,Saputo
SJR.B.TO,Shaw Comm Nv-B
SLF.TO,Sun Life Financial
SU.TO,Suncor Energy
T.TO,Telus
TD.TO,Toronto-Dominion Bk
TRI.TO,Thomson Reuters
TRP.TO,Transcanada
VRX.TO,Valeant Pharma Intl
WN.TO,George Weston
