Symbol,Name
AAR.UN.TO,Pure Ind Trust Uts
AAV.TO,Advantage Oil Rg
ABT.TO,Absolute Softwar Rg
ABX.TO,Barrick Gold Rg
AC.TO,Air Canada Vtg
ACO.X.TO,Atco Non Vtg
ACQ.TO,AutoCanada Rg
AD.TO,Alaris Royalty Rg
AEM.TO,Agnico Eagle Mines
AFN.TO,AG Growth Intl Rg
AGF.B.TO,Agf Mgmt -B-
AGI.TO,Alamos Gold-A
AGT.TO,AGT Food Ingred Rg
AIF.TO,Altus Group Rg
AIM.TO,Aimia Rg
ALA.TO,AltaGas Rg
ALS.TO,Altius Minerals Rg
AP.UN.TO,Allied Ppties Tr Ut
AQN.TO,Alg Pwr & Util Rg
AR.TO,Argonaut Gold Rg
ARE.TO,Aecon Group Rg
ARX.TO,ARC Res Rg
ASR.TO,Alacer Gold Rg
ATA.TO,ATS Automation T Rg
ATD.B.TO,Aliment Couche -B
ATH.TO,Athabasca Oil Rg
ATP.TO,Atlantic Power Rg
AVO.TO,Avigilon Rg
AW.UN.TO,A&W Revenue Fd Uts
AX.UN.TO,Artis REIT- TU
BAD.TO,Badger Daylight Rg
BAM.A.TO,Brookfield LVtg-A
BB.TO,Blackberry Rg
BBD.B.TO,Bombard -B- Sub Vtg
BCB.TO,Cott Rg
BCE.TO,BCE Rg
BDI.TO,Black Diamond Rg
BDT.TO,Bird Constructio Rg
BEI.UN.TO,Boardwalk REIT TU
BIR.TO,Birchcliff Energ Rg
BLX.TO,Boralex -A-
BMO.TO,Bk Of Montreal Rg
BNE.TO,Bonterra Energy Rg
BNP.TO,Bonavista Egy Rg
BNS.TO,Bk of Nova Scoti Rg
BOX.UN.TO,Brookfld Canda TU
BPF.UN.TO,Boston Pizza TU
BTE.TO,Baytex Egy Rg
BTO.TO,B2Gold Rg
BXE.TO,Bellatrix Expl Rg
BYD.UN.TO,Boyd Group Tr Uts
CAE.TO,CAE Rg
CAM.TO,Canam Group
CAR.UN.TO,Cdn Apt Ppty TU
CAS.TO,Cascades Rg
CCA.TO,Cogeco Communica Rg
CCL.B.TO,CCL Inds -B-
CCO.TO,Cameco Rg
CEU.TO,CDN Egy Serv & T Rg
CF.TO,Canaccord Genuity
CFP.TO,Canfor Corp Rg
CFW.TO,Calfrac Well Ser Rg
CFX.TO,Canfor Pulp
CG.TO,Centerra Gold Rg
CGG.TO,China Gold Intl Rg
CGO.TO,Cogeco
CGX.TO,Cineplex Rg
CHE.UN.TO,Chemtrade Logistics
CHR.TO,Chorus Aviat V&VVtg
CIGI.TO,Colliers Int Grp SV
CIX.TO,CI Financial Rg
CJR.B.TO,Corus Ent NVtg-B
CLS.TO,Celestica SVTG
CM.TO,Cdn Imperial Ban Rg
CMG.TO,Computer Modelli Rg
CNE.TO,Canacol Energy Rg
CNL.TO,Continental Gold
CNQ.TO,Cdn Natural Res Rg
CNR.TO,Canadian Natl Rl Rg
CP.TO,CDN Pacific Rail Rg
CPG.TO,Crescent Pt Egy Rg
CPX.TO,Capital Power Rg
CR.TO,Crew Energy Rg
CRR.UN.TO,Cromb REIT TU
CS.TO,Capstone Mining Rg
CSH.UN.TO,Chart Retir TU
CSU.TO,Constellation So Rg
CTC.A.TO,Cdn Tire Corp -A-
CU.TO,Cdn Utilit-A-NVtg
CUF.UN.TO,Cominar Estate Tr
CUS.TO,Canexus Rg
CVE.TO,Cenovus Energy Rg
CWB.TO,Canadian Western Rg
CXR.TO,Concordia Intrnt Rg
D.UN.TO,Dream REIT TU-A
DC.A.TO,Dundee A SV
DDC.TO,Dominion Diamnd Rg
DGC.TO,Detour Gold Rg
DH.TO,DH Rg
DII.B.TO,Dorel Ind Svtg-B-
DML.TO,Denison Mines Rg
DOL.TO,Dollarama Rg
DPM.TO,Dundee Precious Met
DR.TO,Medical Faciliti Rg
DRG.UN.TO,Dream Glb REIT
DSG.TO,The Descartes Sys
ECA.TO,EnCana Rg
ECI.TO,EnerCare Rg
ECN.TO,ECN Capital Rg
EDV.TO,Endeavour Mining
EFN.TO,Elemnt Fleet Mngmnt
EFX.TO,Enerflex Rg
EIF.TO,Exchange Income Rg
ELD.TO,Eldorado Gold Rg
ELF.TO,El Finl Rg
EMA.TO,Emera Rg
EMP.A.TO,Empire Non Vtg-A
ENB.TO,Enbridge Rg
ENF.TO,Enbridge Inc Fun Rg
ENGH.TO,Enghouse Systems Rg
EQB.TO,Equitable Group Rg
ERF.TO,Enerplus Rg
ESI.TO,Ensign Energy Sv Rg
ET.TO,Evertz Technolog Rg
EXE.TO,Extendicare Rg
FC.TO,Firm Capital Mtg Rg
FCR.TO,First Cap Realty Rg
FFH.TO,Fairfax Finl Hldg
FM.TO,1st Quantum Minl Rg
FN.TO,First National F Rg
FNV.TO,Franco-Nevada Rg
FR.TO,First Majestic S Rg
FRC.TO,Canyon Services Rg
FRU.TO,Freehold Royalti Rg
FSV.TO,FirstService SubVtg
FTS.TO,Fortis Rg
FTT.TO,Finning Intl Rg
FVI.TO,Fortuna Silver
G.TO,Goldcorp Rg
GC.TO,Great CDN Gaming Rg
GEI.TO,Gibson Energy Rg
GH.TO,Gamehost Rg
GIB.A.TO,CGI Group -A
GIL.TO,Gildan Activewear
GRT.UN.TO,Granit REIT Stp Uts
GS.TO,Gluskin Sheff
GTE.TO,Gran Tierra Ener Rg
GUY.TO,Guyana Goldfield Rg
GWO.TO,Great-West Lifec Rg
HBC.TO,Hudson's Bay Rg
HBM.TO,Hudbay Minerals Rg
HCG.TO,Home Capital Group
HLF.TO,Highliner Foods Rg
HNL.TO,Horizon N Logist Rg
HR.UN.TO,H&R REIT Stp Uts
HRX.TO,Heroux-Devtek Rg
HSE.TO,Husky Energy Rg
IAE.TO,Ithaca Energy Rg
IAG.TO,Ind Alliance Insur
IFC.TO,Intact Financial Rg
IFP.TO,Interfor Rg
IGM.TO,IGM Financial Rg
III.TO,Imperial Metals Rg
IMG.TO,IAMGOLD Rg
IMO.TO,Imperial Oil Rg
INE.TO,Innergex Renewab Rg
IPL.TO,Inter Pipeline Rg
ITP.TO,Intertape Polyme Rg
JE.TO,Just Egy Group Rg
K.TO,Kinross Gold Rg
KBL.TO,K-Bro Linen Rg
KEL.TO,Kelt Exploration Rg
KEY.TO,Keyera Rg
KL.TO,Kirkland Lake GI
KMP.UN.TO,Killam Aprt REIT TU
L.TO,Loblaw Cos Rg
LB.TO,Laurentian Bk CD Rg
LIQ.TO,Liquor Stores Rg
LNR.TO,Linamar Corp Rg
LUN.TO,Lundin Mining Rg
MAG.TO,Mag Silver Rg
MDA.TO,Macdonald Dettwi Rg
MDI.TO,Maj Drill Grp In Rg
MEG.TO,MEG Energy Rg
MEQ.TO,Mainstreet Equit Rg
MFC.TO,Manulife Financi Rg
MFI.TO,Maple Leaf Foods Rg
MG.TO,Magna Intl
MIC.TO,Genworth MI Cana Rg
MKP.TO,Mcan Mortgage Rg
MPVD.TO,Mountain Prov Di Rg
MRC.TO,Morguard Rg
MRE.TO,Martinrea Intl Rg
MRT.UN.TO,Morguard Rl Est Tr
MRU.TO,Metro
MSI.TO,Morneau Shephell Rg
MTL.TO,Mullen Group Rg
MX.TO,Methanex Rg
NAL.TO,Newalta
NAN.TO,Natl Bk Canada Rg
NFI.TO,New Flyer Rg
NG.TO,Novagold Resourc Rg
NGD.TO,New Gold Rg
NPI.TO,Northland Pwr Rg
NSU.TO,Nevsun Resources Rg
NVA.TO,NuVista Energy Rg
NVU.UN.TO,Northview Apartment
NWC.TO,North West Rg
NWH.UN.TO,Northwest Hlth TU
OGC.TO,OceanaGold Rg
ONEX.TO,Onex Corp
ONR.UN.TO,OneREIT
OR.TO,Osisko GoldRoyal Rg
OSB.TO,Norbord Rg
OTC.TO,Open Text Rg
P.TO,Primero Mng Rg
PAA.TO,Pan Amer Silver Rg
PBH.TO,Premium Brands Rg
PD.TO,Precision Drilli Rg
PEY.TO,Peyto Expl & Dev Rg
PG.TO,Premier Gold Min Rg
PGF.TO,Pengrowth Egy Rg
PJC.A.TO,Jean Coutu Group
PKI.TO,Parkland Fuel Rg
POT.TO,Potash Saskatche Rg
POU.TO,Paramount Res-A
POW.TO,Power Corp Cda SV
PPL.TO,Pembina Pipeline Rg
PSI.TO,Pason Systems Rg
PSK.TO,PrairieSky Rg
PUR.TO,Pure Technologie Rg
PVG.TO,Pretium Res Rg
PWF.TO,Power Fin Rg
PWT.TO,Penn West Pete Rg
PXT.TO,Parex Res Rg
PXX.TO,BlackPearl Res Rg
PZA.TO,Pizza Pizza Roya Rg
QBR.B.TO,Quebecor Inc  -B-
QSR.TO,Restaurant Brand Rg
RBA.TO,Ritchie Bro Auct Rg
RCH.TO,Richelieu Hardwa Rg
RCI.B.TO,Rogers Comm -B-
REF.UN.TO,Canadian Real UBI
REI.UN.TO,Riocan Reit
RET.A.TO,Reitmans Canada-A
RRX.TO,Raging Riv Exp Rg
RSI.TO,Rogers Sugar
RUS.TO,Russel Metals
RY.TO,Royal Bank Canad Rg
S.TO,Sherritt Intl
SAP.TO,Saputo
SCL.TO,Shawcor
SEA.TO,Seabridge Gold
SES.TO,Secure Egy Svcs
SGY.TO,Surge Energy
SIA.TO,Sienna Senior Liv
SII.TO,Sprott
SJ.TO,Stella Jones
SJR.B.TO,Shaw Comm Nv-B
SLF.TO,Sun Life Financial
SLW.TO,Silver Wheaton
SMF.TO,Semafo
SNC.TO,SNC-Lavalin
SOY.TO,SunOpta
SPB.TO,Superior Plus
SRU.UN.TO,Smart REIT Var Vtg
SSL.TO,Sandstorm Gold
SSO.TO,Silver Standard Res
STB.TO,Student Trans
STN.TO,Stantec
SU.TO,Suncor Energy
SVC.TO,Sandvine
SW.TO,Sierra Wireless
T.TO,Telus
TA.TO,TransAlta
TCL.A.TO,Transcontinental -A
TCW.TO,Trican Well Svc
TD.TO,Toronto-Dominion Bk
TDG.TO,Trinidad Drilling
TECK.B.TO,Teck Resources-B
TET.TO,Trilogy Egy
TFII.TO,TFI Internation Rg
THO.TO,Tahoe Res
TIH.TO,Toromont Industries
TOG.TO,TORC Oil&Gas
TOT.TO,Total Energy
TOU.TO,Tourmaline Oil
TPX.B.TO,Molson Exch-B
TRI.TO,Thomson Reuters
TRP.TO,Transcanada
TRQ.TO,Turquoise Hill Res
TRZ.TO,Transat A.T.
TXG.TO,Torex Gold Resourcs
U.TO,Uranium Partn
UFS.TO,Domtar Rg
UNS.TO,Uni-Select
VET.TO,Vermilion Egy
VII.TO,Seven Generations
VNR.TO,Valener
VRX.TO,Valeant Pharma Intl
VSN.TO,Veresen
WCN.TO,Waste Connections
WCP.TO,Whitecap Res
WFT.TO,West Fraser Timber
WIN.TO,Wi-LAN
WJA.TO,WestJet Air Vr&CVtg
WJX.TO,Wajax
WN.TO,George Weston Rg
WPK.TO,Winpak Ltd
WRG.TO,Western Energy Svcs
WSP.TO,WSP Global
WTE.TO,Westshore Term
X.TO,TMX Group Ltd
YRI.TO,Yamana Gold
