Symbol,Name
AC-*.MX,Arca Continental Rg
AGUA-*.MX,Grupo Rotoplas Rg
ALFA-A.MX,Alfa Rg-A
ALSEA-*.MX,Alsea Rg
AMX-B.MX,America Movil Rg-B
ASUR-B.MX,ASUR -B
BBAJIO-O.MX,Banco Bajio Rg
BIMBO-A.MX,Grupo Bimbo-A
BOLSA-A.MX,Bolsa Mexicana Rg-A
BWMX.MX,BETTERWARE DE MEX OR
CEMEX-CPO.MX,Cemex-Cpo
CHDRAUI-B.MX,Grupo Comercia Rg-B
CTALPEK-A.MX,Ct Alpek Rg-I-A
DANHOS-13.MX,Banamex 13
ELEKTRA-*.MX,Grupo Elektra Rg
FEMSA-UBD.MX,Fomento Econom Uts
FIBRAMQ-12.MX,Dtsch Bk Mx FIBR 12
FIBRAPL-14.MX,Deutsche Bk Mex 14
FUNO-11.MX,Banco Actinver-11
GAP-B.MX,Grupo Aero Pac-B
GCARSO-A1.MX,Grupo Carso N-A1
GCC-*.MX,GCC Rg
GENTERA-*.MX,Gentera Rg
GFINBUR-O.MX,Grupo Financ-O
GFNORTE-O.MX,Grupo Fin Banorte-O
GMEXICO-B.MX,Gmexico-B
GRUMA-B.MX,Gruma-B
HERDEZ-*.MX,Grupo Herdez Rg
KIMBER-A.MX,Kimberly-Clark N-A
KOF-UBL.MX,Coca-Cola Uts
LAB-B.MX,Genomma Lab Rg-B
LACOMER-UBC.MX,La Comer CPO
LIVEPOL-C-1.MX,El Puerto Liverp-C1
MEGA-CPO.MX,Megacable CPO
NEMAK-A.MX,Nemak Rg
OMA-B.MX,Grupo Aeroport-B
ORBIA-*.MX,Orbia Advance Rg
PE&OLES-*.MX,Ind Penoles
PINFRA-*.MX,Promotora Oper Rg
Q-*.MX,Qualitas Contr-I
R-A.MX,Regional-A Rg
SITES1A-1.MX,Operad Sites Rg-A-1
TBBB.MX,BBB FOODS INC.
TLEVISA-CPO.MX,Grupo Televisa-CPO
TRAXION-A.MX,Traxion Rg-I Unty
VESTA-*.MX,Vesta Rg
VOLAR-A.MX,Volaris Rg-A
WALMEX-*.MX,Wal-Mart Rg
