Symbol,Name
AAH.TO,Aastra Tech
AAV.TO,Advantage Oil
ABT.TO,Absolute Software
ABX.TO,Barrick Gold
AC/B.TO,Air Canada Vtg-B
ACC.TO,Amica Mature Lifest
ACO/X.TO,Atco Non Vtg
ACQ.TO,AutoCanada
AD.TO,Alaris Royalty
AEM.TO,Agnico Eagle Mines
AFN.TO,AG Growth Intl
AGF/B.TO,Agf Mgmt -B-
AGI.TO,Alamos Gold
AGT.TO,Alliance Grain
AGU.TO,Agrium
AIF.TO,Altus Group
AIM.TO,Aimia
ALA.TO,AltaGas
ALS.TO,Altius Minerals
AP/UN.TO,Allied Ppties Tr Ut
AQN.TO,Alg Pwr & Util
ARE.TO,Aecon Group
ARX.TO,ARC Res
ARZ.TO,Aurizon Mines
ASR.TO,Alacer Gold
ATA.TO,ATS Automation Tool
ATB.TO,Atrium Innovations
ATD/B.TO,Aliment Couche -B
ATH.TO,Athabasca Oil
ATP.TO,Atlantic Power
AUQ.TO,AuRico Gold
AW/UN.TO,A&W Revenue Fd Uts
AX/UN.TO,Artis REIT- TU
AXR.TO,Alexco Resource
AZC.TO,Augusta Resource
BA.TO,Bell Aliant
BAA.TO,Banro
BAD.TO,Badger Daylight
BAM/A.TO,Brookfield LVtg-A
BB.TO,Research Motion
BBD/A.TO,Bombard-A- Mltp Vtg
BBD/B.TO,Bombard -B- Sub Vtg
BCB.TO,Cott
BCE.TO,BCE
BDI.TO,Black Diamond
BDT.TO,Bird Construction
BEI/UN.TO,Boardwalk REIT TU
BIN.TO,Progressive Waste
BIR.TO,Birchcliff Energy
BLX.TO,Boralex -A-
BMO.TO,Bk Of Montreal
BNE.TO,Bonterra Energy
BNK.TO,Bankers Petroleum
BNP.TO,Bonavista Egy
BNS.TO,Bk of Nova Scotia
BOX/UN.TO,Brookfld Canda TU
BPF/UN.TO,Boston Pizza TU
BPO.TO,Brookf Office REIT
BRD.TO,Brigus Gold
BSX.TO,Belo Sun Mng
BTE.TO,Baytex Egy
BTO.TO,B2Gold
BXE.TO,Bellatrix Expl
