Symbol,Name
AC.MX,Arca Continental Rg
AEROMEX.MX,Aeromexico Rg
AGUA.MX,Grupo Rotoplas Rg
ALFAA.MX,Alfa Rg-A
ALSEA.MX,Alsea Rg
AMXL.MX,America Movil-L
ARA.MX,Consorcio Ara Rg
ASURB.MX,ASUR -B
BACHOCOB.MX,Industr Bachoco-B
BBAJIOO.MX,Banco Bajio Rg
BIMBOA.MX,Grupo Bimbo-A
BOLSAA.MX,Bolsa Mexicana Rg-A
CEMEXCPO.MX,Cemex-Cpo
CHDRAUIB.MX,Grupo Comercia Rg-B
CREAL.MX,Credito Real Rg
DANHOS13.MX,Banamex 13
ELEKTRA.MX,Grupo Elektra Rg
FEMSAUBD.MX,Fomento Econom Uts
FIBRAMQ12.MX,Dtsch Bk Mx FIBR 12
FIBRAPL14.MX,Deutsche Bk Mex 14
FIHO12.MX,Dtsch Bk Mx FIHO 12
FUNO11.MX,Banco Actinver-11
GAPB.MX,Grupo Aero Pac-B
GCARSOA1.MX,Grupo Carso N-A1
GCC.MX,Grupo Cementos Rg
GENTERA.MX,Gentera Rg
GFINBURO.MX,Grupo Financ-O
GFNORTEO.MX,Grupo Fin Banorte-O
GMEXICOB.MX,Gmexico-B
GRUMAB.MX,Gruma-B
HCITY.MX,Hoteles City Rg
HERDEZ.MX,Grupo Herdez Rg
IENOVA.MX,IENOVA Rg
KIMBERA.MX,Kimberly-Clark N-A
KOFUBL.MX,Coca-Cola Uts
LABB.MX,Genomma Lab Rg-B
LACOMERUBC.MX,La Comer CPO
LALAB.MX,Grupo Lala-B-I
LIVEPOLC-1.MX,El Puerto Liverp-C1
MEGACPO.MX,Megacable CPO
OMAB.MX,Grupo Aeroport-B
ORBIA.MX,Orbia Advance Rg
PE&OLES.MX,Ind Penoles
PINFRA.MX,Promotora Oper Rg
PINFRAL.MX,Promotora Oper-L
Q.MX,Qualitas Contr-I
RA.MX,Regional-A Rg
SITESB-1.MX,Telesites Rg-B-1
TERRA13.MX,CIBanco Mex 13
TLEVISACPO.MX,Grupo Televisa-Cpo
UNIFINA.MX,Unifin Finan-A
VESTA.MX,Vesta Rg
VOLARA.MX,Volaris Rg-A
WALMEX.MX,Wal-Mart Rg
