Symbol,Name
AEROMEX.MX,Aeromexico
AGUA.MX,Grupo Rotoplas
ALFAA.MX,Alfa-A
ALSEA.MX,Alsea
AMXL.MX,America Movil-L
ARA.MX,Consorcio Ara
ASURB.MX,ASUR -B
AZTECACPO.MX,TV Azteca CPO
BACHOCOB.MX,Industr Bachoco-B
BIMBOA.MX,Grupo Bimbo-A
BOLSAA.MX,Bolsa Mexicana-A
CEMEXCPO.MX,Cemex-Cpo
CHDRAUIB.MX,Grupo Comercial-B
COMERCIUBC.MX,Controladora CPO
CREAL.MX,Credito Real
CULTIBAB.MX,Org Cultiba-B
FEMSAUBD.MX,Fomento Econom Uts
FIBRAMQ12.MX,Dtsch Bk Mx FIBR 12
FIBRAPL14.MX,Deutsche Bk Mex 14
FIHO12.MX,Dtsch Bk Mx FIHO 12
FINN13.MX,Deutsche Bk Mex 13
FUNO11.MX,Deutsche Bk Mex 11
GAPB.MX,Grupo Aero Pac-B
GCARSOA1.MX,Grupo Carso-A1
GENTERA.MX,GENTERA
GFINBURO.MX,Grupo Financ-O
GFINTERO.MX,Gfinter-O
GFNORTEO.MX,Grupo Fin Banorte-O
GFREGIOO.MX,Banregio Grupo-O
GMEXICOB.MX,Gmexico-B
GRUMAB.MX,Gruma-B
HCITY.MX,Hoteles City
HERDEZ.MX,Grupo Herdez
ICA.MX,Empresas ICA
ICHB.MX,Industrias CH-B
KIMBERA.MX,Kimberly-Clark-A
KOFL.MX,Coca-Cola Femsa-L
LABB.MX,Genomma Lab-B
MEGACPO.MX,Megacable CPO
MEXCHEM.MX,Mexichem
MFRISCOA-1.MX,Mineras Frisco-A-1
OMAB.MX,Grupo Aeroport-B
PE&OLES.MX,Ind Penoles
PINFRA.MX,Promotora Oper
SANMEXB.MX,Grupo Financ-B
TERRA13.MX,CIBanco Mex 13
TLEVISACPO.MX,Grupo Televisa-Cpo
VESTA.MX,Vesta
VOLARA.MX,Volaris-A
WALMEX.MX,Wal-Mart
