Symbol,Name
A,
AAMRQ,
AAV,
ABC,
ABI,
ABT,Abbott Laboratories Common
ACF,
ACKH,
ACN,
ACV,
ACY,
AD,
AEE,Ameren Corp Common
AEP,American Electric Power Company Inc Common
AFN,
AGM,
AHM,
AHS,
AIC,
AL,
ALS,
AM,
AMF,
AMO,
AMP,
AMT,
AMX,
AN,
ANR,
ANV,
AR,
ARA,
ARC,
ARR,
AS,
ASA,ASA Gold & Precious Metals Ltd
ASC,
AST,
AVP,
AXO,
AYE,
BA,The Boeing Company
BAW,
BAX,Baxter International Inc Common
BC,Brunswick Corp.
BCO,Brinks Co.
BCR,
BCW,
BDX,Becton Dickinson and Co Common
BEAM,
BEL,
BF,
BFO,
BGGSQ,
BHMSQ,
BKI,
BKR,Baker Hughes Company Class A Common
BMY,Bristol-Myers Squibb Co Common
BN,
BNI,
BNL,
BNSSA,
BOR,
BRY,
BUR,
BWN,
BWY,
BX,
C,
CAL,Caleres Inc
CAT,Caterpillar Inc Common
CBE,
CBM,
CBS,
CCB,
CCC,
CCK,Crown Holdings Inc
CCN,
CDP,
CEG,
CEN,
CG,
CGG,
CGM,
CH,
CHA,
CHM,
CIN,
CIT,
CIV,
CKL,
CL,Colgate-Palmolive Co Common
CLL,
CLU,
CLX,Clorox Co Common
CMI,Cummins Inc Common
CMR,
CMS,CMS Energy Corp Common
CNG,
CNT,
CO,
COE,
COP,ConocoPhillips Common
COX,
CP,
CPB,Campbell's Co Common
CPPRQ,
CPS,
CPX,
CRD,
CRF,
CRK,
CRR,
CS,
CSCS,
CSP,
CSR,
CTC,
CUE,
CVS,CVS Health Corp Common
CVX,
CVX,Chevron Corp Common
CXT,
CZ,
D,Dominion Energy Inc Common
DALRQ,
DCNAQ,
DD,
DE,Deere & Co Common
DEL,
DEN,
DG,
DI,
DM,
DN,
DOC,
DOW,
DPL,
DQE,
DTE,DTE Energy Co Common
DYN,
EAL,
EAS,
ECH,
ED,Consolidated Edison Inc Common
EFU,
EIX,Edison International Common
EKDKQ,
ELG,
EMR,Emerson Electric Co Common
ENRNQ,
ENS,
EQT,EQT Corp Common
ESM,
ETN,Eaton Corporation PLC Common
ETR,Entergy Corp Common
EVY,
EXC,Exelon Corp Common
F,Ford Motor Co Common
FBD,
FBG,
FBO,
FCF,
FDS,
FE,FirstEnergy Corp Common
FFS,
FIR,
FJCC,
FL,
FLC,
FLTWQ,
FMC,FMC Corp
FN,
FO,
FPC,
FRM,
FRO,
FTR,
FWLT,
G,
GAC,
GAO,
GAPTQ,
GCO,Genesco Inc
GD,General Dynamics Corp Common
GDC,
GDVI,
GE,General Electric Co
GEB,
GET,
GF,
GG,
GHB,
GID,
GIS,General Mills Inc Common
GK,
GLD,
GLM,
GLR.A,
GLW,Corning Inc Common
GNO,
GO,
GP,
GPC,Genuine Parts Co Common
GPT,
GPU,
GQ,
GR,
GRA,
GRH,
GSK,
GSX,
GT,Goodyear Tire & Rubber Co
GTE,
GTY,
GUX,
GWF,
GWOW,
GWU,
HAL,Halliburton Co Common
HBJ,
HBL,
HD,
HDLM,
HES,
HI,
HIA,
HIR,
HJ,
HLT,
HLYS,
HM,
HNG,
HNS,
HNZ,
HON,Honeywell International Inc.
HON,
HPC,
HPQ,Hewlett-Packard Co
HST,Host Hotels & Resorts Inc Common
HSY,Hershey Co Common
HT,
HWC,
HWM,Howmet Aerospace Inc Common
IBM,International Business Machines Corporation
IBP,
IC,
ICA,
ID,
IDA,Idacorp Inc
IK,
INCLF,
IP,International Paper Co
IPL,
IQ,
ISS,
ITE,
ITT,ITT Inc
JEF,Jefferies Financial Group Inc
JM,
JNJ,Johnson & Johnson Common
JOL,
JOY,
JWC,
JWL,
K,Kellanova Common
KLU,
KM,
KMB,Kimberly-Clark Corp Common
KN,
KNY,
KO,The Coca-Cola Company
KOE,
KR,Kroger Co Common
KRA,
KSE,
KSU,
KYR,
LCE,
LGT,
LJ,
LLX,
LLY,Eli Lilly and Co Common
LMT,Lockheed Martin Corp Common
LPT,
LPX,Louisiana-Pacific Corp.
LSO,
LST,
LY,
M,
MAE,
MAK.A,
MAY,
MB,
MCA,
MCD,McDonald's Corporation
MD,
MDC,
MDE,
MDP,
MEA,
MET,
MF,
MGR,
MKG,
ML,
MLL,
MML,
MMM,3M Company
MNC,
MO,Altria Group Inc
MOB,
MOH,
MPH,
MQC,
MRK,"Merck & Co., Inc."
MRO,
MSI,Motorola Solutions Inc Common
MST,
MTLQQ,
MWV,
MYG,
MZ,
MZIAQ,
NAC,
NAL,
NAV,
NC,NACCO Industries Inc
NCE,
NCR,
NEE,NextEra Energy Inc Common
NEM,Newmont Corporation Common
NES,
NFG,National Fuel Gas Co
NFK,
NG,
NL,NL Industries Inc
NMK,
NSI,
NST,
NWP.C,
NXG,
OAT,
OI,
OKE,ONEOK Inc Common
OM,
OMC,
OMX,
OT,
OWENQ,
PA,
PAS,
PBI,Pitney Bowes Inc
PCG,PG&E Corp Common
PCH,PotlatchDeltic Corp
PD,
PEG,Public Service Enterprise Group Inc Common
PEL,
PEP,PepsiCo Inc Common
PET,
PFE,Pfizer Inc
PG,The Procter & Gamble Company
PGL,
PHA,
PN,
PPG,PPG Industries Inc Common
PPI,
PRD,
PRX,
PU,
R,
RAL,
RAM,
RCA,
RCB,
RCC,
RE,
REV,
RGI,
RJR,
RLM,
ROK,Rockwell Automation Inc Common
ROP,
RS,
RSHCQ,
RTN,
RTX,Raytheon Technologies Corp
RVB,
RVS,
RYI,
RYR,
S,
SA,
SAF,
SAI,
SB,
SCI,
SCO,
SED,
SFF,
SFN,
SFR,
SGIB,
SGP,
SHEL,
SHW,Sherwin-Williams Co Common
SIM,
SJO,
SKY,Skyline Champion Corp
SLB,Schlumberger NV Common
SLZ,
SMB,
SMF,
SMI,
SNSTA,
SNT,
SO,Southern Co Common
SOC,
SOO,
SPGI,S&P Global Inc Common
SPP,
SQD,
SR,
SR,
SRL,
SRT,
SRY,
STN,
STY,
SUN,
SUO,
SVC,
SVM,
SX,
SY,
T,
TEK,
TET,
TF,
TFB,
TG,
TIS,
TKA,
TKR,Timken Co.
TMC,
TNB,
TRA,
TRW,
TT,Trane Technologies PLC Common
TW,
TWX,
TX,
TXG,
TXN,Texas Instruments Inc Common
TXU,
UALAQ,
UC,
UCC,
UCL,
UCM,
UD,
UH,
UIS,Unisys Corp.
UK,
UN,
UNP,Union Pacific Corp Common
USG,
USM,
VAT,
VEN,
VO,
WEAR,
WEC,WEC Energy Group Inc Common
WGL,
WH,
WHR,Whirlpool Corp Common
WHXCQ,
WLA,
WMB,Williams Companies Inc Common
WNDXQ,
WPI,
WRC,
WS,
WWY,
WY,Weyerhaeuser Co Common
WYE,
XEL,Xcel Energy Inc Common
XLO,
XOM,Exxon Mobil Corp
XRX,Xerox Holdings Corp
ZB,
ZE,
