Symbol,Name
ABCB4.SA,ABC Br Conv Pfd N2
AEDU3.SA,Anhanguera Educ NM
AGRO3.SA,BrasilAgro NM
ALLL3.SA,All Amer Lat NM
ALPA4.SA,Alpargatas Pfd N1
ALSC3.SA,Aliansce Shop NM
AMAR3.SA,Marisa Lojas NM
AMBV4.SA,Ambev Pfd
ARTR3.SA,Arteris NM
ARZZ3.SA,Arezzo Ind NM
AUTM3.SA,Autometal NM
BBAS3.SA,Banco do Brasil NM
BBDC3.SA,Bradesco N1
BBDC4.SA,Bradesco Pfd N1
BBRK3.SA,Br Brokers NM
BBSE3.SA,BB Seguridade
BEEF3.SA,Minerva NM
BHGR3.SA,BHG Hoteis NM
BISA3.SA,Brookfield NM
BPHA3.SA,Brasil Pharma NM
BPNM4.SA,Panamericano Pfd N1
BRAP4.SA,Bradespar Pfd N1
BRFS3.SA,BRF NM
BRIN3.SA,Brasil Insurance NM
BRKM5.SA,Braskem Pfd-A N1
BRML3.SA,BR Malls Part NM
BRPR3.SA,BR Properties NM
BRSR6.SA,Banrisul Pfd-B
BTOW3.SA,B2W Cia Digital NM
BVMF3.SA,BMF Bovespa NM
CCRO3.SA,CCR NM
CESP6.SA,CESP Pfd-B N1
CGAS5.SA,Comgas Pfd-A
CIEL3.SA,Cielo
CLSC4.SA,Celesc Pfd N2
CMIG3.SA,Cemig N1
CMIG4.SA,Cemig Pfd N1
COCE5.SA,COELCE Pfd-A
CPFE3.SA,CPFL Energia NM
CPLE6.SA,Copel Pfd-B N1
CREM3.SA,Cremer NM
CRUZ3.SA,Souza Cruz
CSAN3.SA,Cosan NM
CSMG3.SA,Cia Saneament MG NM
CSNA3.SA,Sid Nacional
CTAX4.SA,Contax Part Pfd N2
CTIP3.SA,CETIP NM
CYRE3.SA,Cyrela Brazil
DASA3.SA,DASA NM
DAYC4.SA,Bco Daycoval Pfd N2
DIRR3.SA,Direcional NM
DTEX3.SA,Duratex NM
ECOR3.SA,EcoRodovias NM
ELET3.SA,Eletrobras N1
ELET6.SA,Eletrobras Pfd-B N1
ELPL4.SA,Eletropaulo Pfd N2
EMBR3.SA,Embraer NM
ENBR3.SA,Energias do Brsl NM
EQTL3.SA,Eqtl Energia NM
ESTC3.SA,Estacio Part NM
ETER3.SA,Eternit NM
EUCA4.SA,Eucatex Pfd N1
EVEN3.SA,Even Constr NM
EZTC3.SA,Ez Tec NM
FESA4.SA,Ferbasa Pfd N1
FHER3.SA,Fer Heringer NM
FIBR3.SA,Fibria NM
FLRY3.SA,Fleury NM
GETI3.SA,AES Tiete
GETI4.SA,AES Tiete Pfd
GFSA3.SA,Gafisa NM
GGBR3.SA,Gerdau N1
GGBR4.SA,Gerdau Pfd N1
GOAU3.SA,Gerdau Met N1
GOAU4.SA,Gerdau Met Pfd N1
GOLL4.SA,Gol Linhas Pfd N2
GRND3.SA,Grendene NM
GSHP3.SA,Generalshopp NM
GUAR3.SA,Guararapes
HBOR3.SA,Helbor NM
HGTX3.SA,Cia Hering NM
HRTP3.SA,HRT Petroleo NM
HYPE3.SA,Hypermarcas NM
IGTA3.SA,Iguatemi Empresa NM
IMCH3.SA,IMC Holdings NM
ITSA4.SA,Itausa Pfd N1
ITUB4.SA,Itauunibanco Pfd N1
JBSS3.SA,JBS NM
JHSF3.SA,JHSF Part NM
JSLG3.SA,JSL SA NM
KLBN4.SA,Klabin Pfd N1
KROT3.SA,Kroton Educat NM
LAME3.SA,Lojas Americanas
LAME4.SA,Loja Americanas Pfd
LEVE3.SA,Mahle-Metal Leve NM
LIGT3.SA,Light NM
LLIS3.SA,Restoque Com NM
LLXL3.SA,LLX Logistica NM
LOGN3.SA,Log-In Logist NM
LPSB3.SA,Lopes Brasil NM
LREN3.SA,Lojas Renner NM
MAGG3.SA,Magnesita SA NM
MDIA3.SA,M Dias Branco NM
MGLU3.SA,Magazine Luiza NM
MILS3.SA,Mills NM
MMXM3.SA,MMX Mineracao NM
MPLU3.SA,Multiplus NM
MPXE3.SA,Eneva
MRFG3.SA,Marfrig NM
MRVE3.SA,MRV Engenharia NM
MULT3.SA,Multiplan Empr N2
MYPK3.SA,Iochpe Maxion NM
NATU3.SA,Natura Cosmetics NM
ODPV3.SA,Odontoprev NM
OGXP3.SA,OGX Petroleo NM
OIBR3.SA,Oi N1
OIBR4.SA,Oi Pfd N1
OSXB3.SA,OSX Brasil
PCAR4.SA,Cia Bras Pfd N1
PDGR3.SA,PDG Realty NM
PETR3.SA,Petrobras
PETR4.SA,Petroleo Bras Pfd
PFRM3.SA,Profarma NM
PINE4.SA,Banco Pine Pfd N2
PMAM3.SA,Paranapanema NM
POMO4.SA,Marcopolo Pfd N2
POSI3.SA,Positivo Inform NM
PRVI3.SA,Providencia NM
PSSA3.SA,Porto Seguro NM
QGEP3.SA,QGEP Participac NM
QUAL3.SA,Qualicorp NM
RADL3.SA,Raia Drogasil NM
RAPT4.SA,Randon Part Pfd N1
RDNI3.SA,Rodobens Neg Im NM
RENT3.SA,Localiza Rent NM
RSID3.SA,Rossi NM
SANB11.SA,Santander Br Uts N2
SBSP3.SA,Sabesp NM
SCAR3.SA,Sao Carlos NM
