Symbol,Name
ALFAA.MX,Alfa-A
AMXL.MX,America Movil-L
BIMBOA.MX,Grupo Bimbo-A
CEMEXCPO.MX,Cemex-Cpo
FEMSAUBD.MX,Fomento Econom Uts
FIBRAMQ12.MX,Deutsche Bk Mex 12
FUNO11.MX,Deutsche Bk Mex 11
GCARSOA1.MX,Grupo Carso-A1
GFINBURO.MX,Grupo Financ-O
GFNORTEO.MX,Grupo Fin Banorte-O
GMEXICOB.MX,Gmexico-B
GMODELOC.MX,Grupo Modelo-C
KIMBERA.MX,Kimberly-Clark-A
KOFL.MX,Coca-Cola Femsa-L
MEXCHEM.MX,Mexichem
OHLMEX.MX,OHL Mexico
PE&OLES.MX,Ind Penoles
SANMEXB.MX,Grupo Financ-B
TLEVISACPO.MX,Grupo Televisa-Cpo
WALMEXV.MX,Wal-Mart-V
