Symbol,Name
AEROMEX.MX,Aeromexico
ALFAA.MX,Alfa-A
ALSEA.MX,Alsea
AMXL.MX,America Movil-L
ARA.MX,Consorcio Ara
ASURB.MX,ASUR -B
AZTECACPO.MX,TV Azteca CPO
BIMBOA.MX,Grupo Bimbo-A
BOLSAA.MX,Bolsa Mexicana-A
CEMEXCPO.MX,Cemex-Cpo
CHDRAUIB.MX,Grupo Comercial-B
COMERCIUBC.MX,Controladora CPO
FEMSAUBD.MX,Fomento Econom Uts
FIBRAMQ12.MX,Deutsche Bk Mex 12
FIHO12.MX,Deutsche Bk Mex 12
FINN13.MX,Deutsche Bk Mex 13
FUNO11.MX,Deutsche Bk Mex 11
GAPB.MX,Grupo Aero Pac-B
GCARSOA1.MX,Grupo Carso-A1
GENTERA.MX,GENTERA
GFINBURO.MX,Grupo Financ-O
GFNORTEO.MX,Grupo Fin Banorte-O
GFREGIOO.MX,Banregio Grupo-O
GMEXICOB.MX,Gmexico-B
GMODELOC.MX,Grupo Modelo-C
GRUMAB.MX,Gruma-B
HERDEZ.MX,Grupo Herdez
ICA.MX,Empresas ICA
ICHB.MX,Industrias CH-B
KIMBERA.MX,Kimberly-Clark-A
KOFL.MX,Coca-Cola Femsa-L
LABB.MX,Genomma Lab-B
MEXCHEM.MX,Mexichem
MFRISCOA-1.MX,Mineras Frisco-A-1
OHLMEX.MX,OHL Mexico
OMAB.MX,Grupo Aeroport-B
PE&OLES.MX,Ind Penoles
PINFRA.MX,Promotora Oper
QCCPO.MX,QUALITAS CONTR-CPO
SANMEXB.MX,Grupo Financ-B
TLEVISACPO.MX,Grupo Televisa-Cpo
VESTA.MX,Vesta
WALMEX.MX,Wal-Mart
