Symbol,Name
ALFAA.MX,Alfa-A
AMXL.MX,America Movil-L
ASURB.MX,ASUR -B
BIMBOA.MX,Grupo Bimbo-A
CEMEXCPO.MX,Cemex-Cpo
FEMSAUBD.MX,Fomento Econom Uts
FUNO11.MX,Deutsche Bk Mex 11
GAPB.MX,Grupo Aero Pac-B
GCARSOA1.MX,Grupo Carso-A1
GFINBURO.MX,Grupo Financ-O
GFNORTEO.MX,Grupo Fin Banorte-O
GMEXICOB.MX,Gmexico-B
GRUMAB.MX,Gruma-B
KIMBERA.MX,Kimberly-Clark-A
MEXCHEM.MX,Mexichem
PE&OLES.MX,Ind Penoles
PINFRA.MX,Promotora Oper
PINFRAL.MX,PROMOTORA OPER-L
SANMEXB.MX,Grupo Financ-B
TLEVISACPO.MX,Grupo Televisa-Cpo
WALMEX.MX,Wal-Mart
