Symbol,Name
AC.MX,Arca Continental
ALFAA.MX,Alfa-A
AMXL.MX,America Movil-L
BIMBOA.MX,Grupo Bimbo-A
CEMEXCPO.MX,Cemex-Cpo
ELEKTRA.MX,Grupo Elektra
FEMSAUBD.MX,Fomento Econom Uts
GCARSOA1.MX,Grupo Carso-A1
GFINBURO.MX,Grupo Financ-O
GFNORTEO.MX,Grupo Fin Banorte-O
GMEXICOB.MX,Gmexico-B
GMODELOC.MX,Grupo Modelo-C
KIMBERA.MX,Kimberly-Clark-A
KOFL.MX,Coca-Cola Femsa-L
MEXCHEM.MX,Mexichem
MFRISCOA-1.MX,Mineras Frisco-A-1
PE&OLES.MX,Ind Penoles
SANMEXB.MX,Grupo Financ-B
SORIANAB.MX,Soriana-B
TLEVISACPO.MX,Grupo Televisa-Cpo
WALMEXV.MX,Wal-Mart-V
